client_mac,client_ipv4,client_ipv6,site_name,site_location,site_description,ap_name,ap_description,device_ipv4,device_ipv6,ap_mac,user_name,ssid,rssi_strength,data_uploaded_(mb),data_downloaded_(mb),interface,channel,radio_id,uptime,association_time,disassociation_time,host_name,device_type,device_os,protocol,snr,created_at,sap_id,group_name,apgroupname,subapgroup1,subapgroup2,subapgroup3,subapgroup4,waniaxru26,waniaxru52,waniaxru106,waniaxru242,waniaxru484,waniaxru996,waniaxtxmcs48,waniaxtxmcs24,waniaxtxmcs12,waniaxtxmcs6,waniaxtxmcs54,waniaxtxmcs36,waniaxtxmcs18,waniaxtxmcs9,waniaxrxmcs48,waniaxrxmcs24,waniaxrxmcs12,waniaxrxmcs6,waniaxrxmcs54,waniaxrxmcs36,waniaxrxmcs18,waniaxrxmcs9,hkru26,hkru52,hkru106,hkru242,hkru484,hkru996,hktxmcs48,hktxmcs24,hktxmcs12,hktxmcs6,hktxmcs54,hktxmcs36,hktxmcs18,hktxmcs9,hkrxmcs48,hkrxmcs24,hkrxmcs12,hkrxmcs6,hkrxmcs54,hkrxmcs36,hkrxmcs18,hkrxmcs9,bssid,anomaly_score,anomaly_score_adjusted,spike_driven,is_anomaly,source_module,total_mcs_activity
56-84-D5-AA-CE-C6,172.24.21.2,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-28,0.59,1.07,5GHz,124,802.11axa,04:48:40,15-05-2025 10:33:28,,UNKNOWN,Laptop_PC,Windows 10,1.3,67,15-05-2025 15:22,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.102982391262254,0.0102982391262254,False,True,Performance,
90-65-84-4B-9E-48,172.24.23.10,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-41,0.07,0.1,5GHz,124,802.11axa,00:00:19,14-05-2025 17:10:15,,saurabh,Laptop_PC,Linux Ubuntu 20.04,1.3,54,14-05-2025 17:10,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.1024385446530306,0.010243854465303,False,True,Performance,
68-C6-AC-A2-FD-41,172.24.23.196,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-86,0.01,0.01,5GHz,124,802.11axa,09:04:52,14-05-2025 11:32:39,,BLR5GLAPPRAVEN,Laptop_PC,Windows 10,1.3,9,14-05-2025 20:37,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.1023694084796069,0.0102369408479606,False,True,Performance,
C4-75-AB-B5-FD-1A,172.24.19.150,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-30,0.81,1.27,5GHz,124,802.11axa,05:04:20,15-05-2025 10:32:48,,BLR5GLAPSHIVANI,Laptop_PC,Windows 10,1.3,65,15-05-2025 15:37,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.1015644871835173,0.0101564487183517,False,True,Performance,
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-84,0.0,0.0,5GHz,112,802.11axa,17:13:07,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,10,15-05-2025 00:29,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.1012737116643855,0.0101273711664385,False,True,Performance,
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-84,0.0,0.0,5GHz,112,802.11axa,17:53:08,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,10,15-05-2025 01:09,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.1012737116643855,0.0101273711664385,False,True,Performance,
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-84,0.0,0.0,5GHz,112,802.11axa,18:13:08,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,10,15-05-2025 01:29,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.1012737116643855,0.0101273711664385,False,True,Performance,
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-84,0.0,0.0,5GHz,112,802.11axa,18:18:08,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,10,15-05-2025 01:34,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.1012737116643855,0.0101273711664385,False,True,Performance,
C4-75-AB-B5-FD-1A,172.24.19.150,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-30,0.47,0.51,5GHz,124,802.11axa,04:39:20,15-05-2025 10:32:48,,BLR5GLAPSHIVANI,Laptop_PC,Windows 10,1.3,65,15-05-2025 15:12,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.1011964561644859,0.0101196456164485,False,True,Performance,
8E-A5-D3-AF-D5-B2,172.24.23.83,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-88,0.11,0.18,5GHz,124,802.11axa,00:01:54,15-05-2025 15:02:53,,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,6,15-05-2025 15:04,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.1011915596821294,0.0101191559682129,False,True,Performance,
70-32-17-0D-66-41,192.168.70.201,2405:200:902:600:f2c:b44f:ea33:3e0,Guest_BLR | TEST-A | TEST-A,D32,,Wallplate,,192.168.70.92,fe80::206:aeff:fec4:5766,00:06:ae:c4:57:66,,Guest_Network,-80,0.0,0.0,5GHz,36,802.11axa,00:00:07,15-05-2025 10:59:02,,darshan,Laptop_PC,Linux Ubuntu 20.04,1.3,15,15-05-2025 10:59,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:C4:57:56;00:06:AE:C4:57:57,0.1011739465149,0.01011739465149,False,True,Performance,
F2-99-1F-15-BB-EC,172.24.22.121,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-79,0.0,0.0,5GHz,124,802.11axa,00:00:05,15-05-2025 13:54:46,,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,15,15-05-2025 13:54,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.1010655016439393,0.0101065501643939,False,True,Performance,
C4-75-AB-B5-FD-1A,172.24.19.150,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-29,1.57,1.33,5GHz,124,802.11axa,04:34:20,15-05-2025 10:32:48,,BLR5GLAPSHIVANI,Laptop_PC,Windows 10,1.3,66,15-05-2025 15:07,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.1006045293506253,0.0100604529350625,False,True,Performance,
50-84-92-7F-EE-69,172.24.16.201,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,,00:06:ae:60:7b:b7,,5G_R&D,-87,5.18,2.38,5GHz,124,802.11axa,00:00:36,14-05-2025 18:11:05,14-05-2025 18:11:41,nilanjan,Laptop_PC,Linux Ubuntu 20.04,1.3,8,14-05-2025 18:12,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.0998563515383151,0.0099856351538315,False,True,Performance,
A2-B1-24-2C-6E-26,192.168.70.97,,Guest_BLR | TEST-A | TEST-A,D32,,Wallplate,,192.168.70.92,fe80::206:aeff:fec4:5766,00:06:ae:c4:57:66,,Guest_Network,-87,0.0,0.0,5GHz,36,802.11axa,00:00:34,15-05-2025 16:27:53,15-05-2025 16:28:27,V2055,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 16:29,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:C4:57:56;00:06:AE:C4:57:57,0.0998563515383151,0.0099856351538315,False,True,Performance,
DA-32-AB-F7-04-B8,172.24.21.140,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-85,0.0,0.0,5GHz,112,802.11axa,07:15:09,15-05-2025 07:39:14,,Xiaomi-Pad-6,MOBILE_TABLET,Generic Android,1.3,9,15-05-2025 14:54,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00:06:AE:84:F8:27,0.0997210690428165,0.0099721069042816,False,True,Performance,
70-32-17-CF-0A-58,172.24.17.237,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-86,0.04,0.03,5GHz,124,802.11axa,06:06:26,14-05-2025 12:54:03,,BLR5GLAPSARATH,Laptop_PC,Windows 10,1.3,9,14-05-2025 19:00,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0996288104614102,0.009962881046141,False,True,Performance,
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-87,0.01,0.0,5GHz,124,802.11axa,00:00:38,15-05-2025 14:16:36,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 14:17,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0994115288548711,0.0099411528854871,False,True,Performance,
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-35,0.92,33.7,2.4GHz,8,802.11axg,00:37:41,15-05-2025 15:41:48,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,60,15-05-2025 16:19,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.0994112024203006,0.00994112024203,False,True,Performance,
C4-75-AB-B5-FD-1A,172.24.19.150,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-29,3.31,3.84,5GHz,124,802.11axa,04:29:20,15-05-2025 10:32:48,,BLR5GLAPSHIVANI,Laptop_PC,Windows 10,1.3,66,15-05-2025 15:02,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0993810978106407,0.009938109781064,False,True,Performance,
42-4C-AE-61-FB-F3,172.24.22.48,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-89,0.0,0.0,5GHz,112,802.11axa,00:08:48,15-05-2025 14:35:34,,OPPO-A3x-5G,MOBILE_TABLET,Generic Android,1.3,5,15-05-2025 14:44,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.0993688386593196,0.0099368838659319,False,True,Performance,
DA-32-AB-F7-04-B8,172.24.21.140,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-85,0.0,0.0,5GHz,112,802.11axa,07:55:09,15-05-2025 07:39:14,,Xiaomi-Pad-6,MOBILE_TABLET,Generic Android,1.3,9,15-05-2025 15:34,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00:06:AE:84:F8:27,0.0992763378587006,0.00992763378587,False,True,Performance,
1C-57-DC-74-3E-17,172.24.22.24,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-86,0.0,0.0,5GHz,112,802.11axa,04:06:41,15-05-2025 08:07:40,,HFCLs-Air,Laptop_PC,Mac OS X,1.3,8,15-05-2025 12:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00:06:AE:84:F8:27,0.0990095026867999,0.0099009502686799,False,True,Performance,
50-84-92-7F-EE-69,172.24.16.201,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-89,0.0,0.0,5GHz,112,802.11axa,00:03:47,14-05-2025 18:10:35,,nilanjan,Laptop_PC,Linux Ubuntu 20.04,1.3,5,14-05-2025 18:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.0989868319438092,0.0098986831943809,False,True,Performance,
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-89,0.08,0.2,5GHz,124,802.11axa,00:03:49,15-05-2025 14:15:58,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,5,15-05-2025 14:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0980986632504684,0.0098098663250468,False,True,Performance,
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-35,3.78,3.05,2.4GHz,8,802.11axg,00:32:41,15-05-2025 15:41:48,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,60,15-05-2025 16:14,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.0979865112532326,0.0097986511253232,False,True,Performance,
52-28-6A-12-FB-AD,172.24.19.104,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-88,0.05,0.1,5GHz,124,802.11axa,01:08:15,15-05-2025 10:31:31,15-05-2025 11:39:46,POCO-X7-Pro,MOBILE_TABLET,Generic Android,1.3,7,15-05-2025 11:39,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.097000444389079,0.0097000444389079,False,True,Performance,
EA-70-1B-56-40-68,172.24.20.238,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,fe80::206:aeff:fe60:7bb7,00:06:ae:60:7b:b7,,5G_R&D,-85,0.2,0.44,5GHz,124,802.11axa,00:00:31,15-05-2025 13:11:10,15-05-2025 13:11:41,motorola-edge-50,MOBILE_TABLET,Generic Android,1.3,10,15-05-2025 13:11,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.0964233166440295,0.0096423316644029,False,True,Performance,
16-74-B6-97-24-74,172.24.19.220,fd51:467c:8f97::c81:5c74:7078:ba3d,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-89,0.0,0.0,5GHz,149,802.11axa,00:06:52,14-05-2025 16:37:17,,iPhone,MOBILE_TABLET,Apple iOS,1.3,5,14-05-2025 16:44,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0962341451255113,0.0096234145125511,False,True,Performance,
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:cabc:410:19c:8f78,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-34,0.81,4.98,2.4GHz,8,802.11axg,01:01:46,15-05-2025 10:12:22,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,61,15-05-2025 13:09,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.096112830134251,0.0096112830134251,False,True,Performance,
36-34-3D-76-D5-CE,172.24.19.234,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-90,0.0,0.0,5GHz,112,802.11axa,00:06:34,14-05-2025 19:27:29,14-05-2025 19:34:03,iPhone,MOBILE_TABLET,Apple iOS,1.3,5,14-05-2025 19:34,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.0958573768315786,0.0095857376831578,False,True,Performance,
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-36,2.83,0.65,2.4GHz,8,802.11axg,00:10:45,15-05-2025 10:12:22,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,59,15-05-2025 12:18,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.095775264797675,0.0095775264797675,False,True,Performance,
E2-0E-6B-9F-0B-CC,192.168.171.176,,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-88,3.53,13.61,5GHz,36,802.11axa,01:23:39,15-05-2025 11:11:41,,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 12:35,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.0957648701961085,0.0095764870196108,False,True,Performance,
52-28-6A-12-FB-AD,172.24.19.104,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-88,0.05,0.08,5GHz,124,802.11axa,00:29:37,15-05-2025 13:50:10,,POCO-X7-Pro,MOBILE_TABLET,Generic Android,1.3,6,15-05-2025 14:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0954309913654686,0.0095430991365468,False,True,Performance,
16-93-F9-13-20-63,172.24.20.76,fd39:b63d:3701::49f4:da44:6585:ee40,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-89,0.0,0.0,5GHz,149,802.11axa,00:07:07,14-05-2025 17:12:03,,OnePlus-13R,MOBILE_TABLET,Generic Android,1.3,5,14-05-2025 17:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0954152588845985,0.0095415258884598,False,True,Performance,
42-4C-AE-61-FB-F3,172.24.22.48,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-89,0.06,0.1,5GHz,149,802.11axa,00:07:02,14-05-2025 17:57:08,,OPPO-A3x-5G,MOBILE_TABLET,Generic Android,1.3,5,14-05-2025 18:04,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0954152588845985,0.0095415258884598,False,True,Performance,
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-35,0.72,0.72,2.4GHz,8,802.11axg,00:42:41,15-05-2025 15:41:48,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,60,15-05-2025 16:24,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.0953837895996406,0.009538378959964,False,True,Performance,
C4-75-AB-B5-FD-1A,172.24.19.150,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-85,0.0,0.0,5GHz,124,802.11axa,07:29:05,14-05-2025 11:00:40,14-05-2025 18:29:48,BLR5GLAPSHIVANI,Laptop_PC,Windows 10,1.3,10,14-05-2025 18:30,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0948834990758672,0.0094883499075867,False,True,Performance,
70-32-17-14-27-97,172.24.17.130,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,,00:06:ae:60:7b:b7,,5G_R&D,-85,0.05,0.08,5GHz,124,802.11axa,08:39:21,14-05-2025 09:22:43,,BLR5GLAPANSUMAN,Laptop_PC,Windows 10,1.3,10,14-05-2025 18:02,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.0948834990758672,0.0094883499075867,False,True,Performance,
