client_mac,client_ipv4,client_ipv6,site_name,site_location,site_description,ap_name,ap_description,device_ipv4,device_ipv6,ap_mac,user_name,ssid,rssi_strength,data_uploaded_(mb),data_downloaded_(mb),interface,channel,radio_id,uptime,association_time,disassociation_time,host_name,device_type,device_os,protocol,snr,created_at,sap_id,group_name,apgroupname,subapgroup1,subapgroup2,subapgroup3,subapgroup4,waniaxru26,waniaxru52,waniaxru106,waniaxru242,waniaxru484,waniaxru996,waniaxtxmcs48,waniaxtxmcs24,waniaxtxmcs12,waniaxtxmcs6,waniaxtxmcs54,waniaxtxmcs36,waniaxtxmcs18,waniaxtxmcs9,waniaxrxmcs48,waniaxrxmcs24,waniaxrxmcs12,waniaxrxmcs6,waniaxrxmcs54,waniaxrxmcs36,waniaxrxmcs18,waniaxrxmcs9,hkru26,hkru52,hkru106,hkru242,hkru484,hkru996,hktxmcs48,hktxmcs24,hktxmcs12,hktxmcs6,hktxmcs54,hktxmcs36,hktxmcs18,hktxmcs9,hkrxmcs48,hkrxmcs24,hkrxmcs12,hkrxmcs6,hkrxmcs54,hkrxmcs36,hkrxmcs18,hkrxmcs9,bssid,anomaly_score,anomaly_score_adjusted,spike_driven,is_anomaly,source_module,total_mcs_activity
5A-EF-13-DA-D1-B7,172.24.23.32,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-85,0.02,0.09,5GHz,124,802.11axa,00:01:58,15-05-2025 13:37:49,,OPPO-K10,MOBILE_TABLET,Generic Android,1.3,9,15-05-2025 13:39,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0606848700836981,0.0060684870083698,False,True,Performance,
1E-29-06-60-62-A0,172.24.21.126,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-87,0.65,1.19,5GHz,124,802.11axa,00:09:02,15-05-2025 10:40:45,,iPhone,MOBILE_TABLET,Apple iOS,1.3,7,15-05-2025 10:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0606583891254148,0.0060658389125414,False,True,Performance,
1E-29-06-60-62-A0,172.24.21.126,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-87,0.0,0.02,5GHz,124,802.11axa,00:09:39,15-05-2025 11:39:44,15-05-2025 11:49:23,iPhone,MOBILE_TABLET,Apple iOS,1.3,8,15-05-2025 11:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0606583891254148,0.0060658389125414,False,True,Performance,
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-37,0.08,0.27,5GHz,124,802.11axa,02:21:19,15-05-2025 11:20:49,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,58,15-05-2025 13:42,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0606031308308981,0.0060603130830898,False,True,Performance,
70-32-17-0D-E1-F7,172.24.20.172,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,fe80::206:aeff:fe60:7bb7,00:06:ae:60:7b:b7,,5G_R&D,-52,0.0,0.0,5GHz,124,802.11axa,00:00:02,15-05-2025 13:56:47,,BLR5GLAPSAGARE,Laptop_PC,Windows 10,1.3,43,15-05-2025 13:56,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.0605100115587229,0.0060510011558722,False,True,Performance,
E2-0E-6B-9F-0B-CC,192.168.171.176,,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-83,2.69,14.53,5GHz,36,802.11axa,04:32:41,15-05-2025 11:11:41,,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,13,15-05-2025 15:44,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.0604681182547092,0.0060468118254709,False,True,Performance,
42-4C-AE-61-FB-F3,172.24.22.48,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-87,0.01,0.02,5GHz,124,802.11axa,00:03:05,14-05-2025 16:37:21,,OPPO-A3x-5G,MOBILE_TABLET,Generic Android,1.3,8,14-05-2025 16:40,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0604372500280872,0.0060437250028087,False,True,Performance,
CC-15-31-60-4F-91,192.168.171.2,2405:200:902:600:285e:3a11:9606:91ca,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-38,0.14,0.27,2.4GHz,8,802.11axg,13:03:48,14-05-2025 22:29:39,,mi,Laptop_PC,Windows 10,6.3,57,15-05-2025 11:33,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.0604180899145425,0.0060418089914542,False,True,Performance,
CC-15-31-60-4F-91,192.168.171.2,2405:200:902:600:285e:3a11:9606:91ca,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-38,0.05,0.09,2.4GHz,8,802.11axg,12:58:48,14-05-2025 22:29:39,,mi,Laptop_PC,Windows 10,6.3,57,15-05-2025 11:28,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.0604180899145425,0.0060418089914542,False,True,Performance,
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-37,0.07,0.25,5GHz,124,802.11axa,03:46:19,15-05-2025 11:20:49,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,58,15-05-2025 15:07,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0599632172251207,0.005996321722512,False,True,Performance,
6C-2F-80-FA-FF-82,172.24.20.195,2401:4900:88ca:cec7:58f9:9e34:3e97:e110,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-84,0.0,0.0,5GHz,112,802.11axa,02:16:33,15-05-2025 13:22:49,,BLROFCLAPSHANTH,Laptop_PC,Windows 10,1.3,10,15-05-2025 15:39,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.0598303118423091,0.0059830311842309,False,True,Performance,
90-65-84-4B-88-22,172.24.23.9,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,fe80::206:aeff:fe60:7bb7,00:06:ae:60:7b:b7,,5G_R&D,-87,0.0,0.44,5GHz,124,802.11axa,00:08:56,15-05-2025 13:07:25,15-05-2025 13:16:21,BLR5GLAPANKUSH,Laptop_PC,Windows 10,1.3,8,15-05-2025 13:16,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.0598220503565257,0.0059822050356525,False,True,Performance,
CA-67-03-46-AC-E0,172.24.23.2,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-87,0.09,0.11,5GHz,124,802.11axa,00:03:16,15-05-2025 11:01:31,,I2202,MOBILE_TABLET,Generic Android,1.3,7,15-05-2025 11:04,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0598085914400733,0.0059808591440073,False,True,Performance,
70-32-17-CF-0A-58,172.24.17.237,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,,00:06:ae:60:7b:b7,,5G_R&D,-87,0.0,0.0,5GHz,124,802.11axa,00:08:39,14-05-2025 18:58:25,,BLR5GLAPSARATH,Laptop_PC,Windows 10,1.3,8,14-05-2025 19:07,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.0594043051722291,0.0059404305172229,False,True,Performance,
36-01-05-4C-C6-38,172.24.21.114,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-87,0.0,0.01,5GHz,124,802.11axa,00:03:20,15-05-2025 09:56:27,,iPhone,MOBILE_TABLET,Apple iOS,1.3,7,15-05-2025 09:59,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0593908553588156,0.0059390855358815,False,True,Performance,
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-38,0.04,0.12,5GHz,124,802.11axa,00:29:16,15-05-2025 15:52:52,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,57,15-05-2025 16:22,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0593853290531642,0.0059385329053164,False,True,Performance,
70-32-17-12-6A-C9,192.168.171.235,2405:200:902:600:cfd:e00a:29c4:d969,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-57,0.0,0.0,5GHz,36,802.11axa,00:00:05,15-05-2025 13:29:04,15-05-2025 13:29:09,varun,Laptop_PC,Linux Ubuntu 20.04,1.3,38,15-05-2025 13:29,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.0592287219005124,0.0059228721900512,False,True,Performance,
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-78,0.0,0.0,5GHz,112,802.11axa,30:58:08,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,16,15-05-2025 14:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.0592228032021813,0.0059222803202181,False,True,Performance,
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-78,0.0,0.0,5GHz,112,802.11axa,32:48:08,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,16,15-05-2025 16:04,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.0592228032021813,0.0059222803202181,False,True,Performance,
16-74-B6-97-24-74,172.24.19.220,fd51:467c:8f97::c81:5c74:7078:ba3d,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-86,0.0,0.0,5GHz,149,802.11axa,00:02:58,14-05-2025 17:51:12,,iPhone,MOBILE_TABLET,Apple iOS,1.3,8,14-05-2025 17:54,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0590224695451706,0.005902246954517,False,True,Performance,
C4-75-AB-BA-38-03,,2405:200:902:600:6ca:a7d0:465a:c8b3,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-56,0.04,0.03,5GHz,36,802.11axa,00:00:00,15-05-2025 13:29:17,15-05-2025 13:29:17,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,39,15-05-2025 13:29,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.0589786835681316,0.0058978683568131,False,True,Performance,
BA-63-6A-17-44-22,172.24.21.161,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-85,0.0,0.0,5GHz,112,802.11axa,00:02:02,14-05-2025 18:22:19,,Pixel-7a,MOBILE_TABLET,Generic Android,1.3,9,14-05-2025 18:24,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,00:06:AE:84:F8:27,0.0589267050127383,0.0058926705012738,False,True,Performance,
CA-67-03-46-AC-E0,172.24.23.2,fde5:9c0b:a693::c867:3ff:fe46:ace0,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-87,0.0,0.0,5GHz,149,802.11axa,00:07:42,14-05-2025 17:46:27,,I2202,MOBILE_TABLET,Generic Android,1.3,7,14-05-2025 17:54,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.0588632227694724,0.0058863222769472,False,True,Performance,
04-56-E5-5B-C8-40,172.24.19.29,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,,00:06:ae:60:7b:b7,,5G_R&D,-85,0.22,0.37,5GHz,124,802.11axa,01:09:47,14-05-2025 18:42:18,,BLR5GLAPSHRIG,Laptop_PC,Windows 10,1.3,10,14-05-2025 19:52,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.0588287942711943,0.0058828794271194,False,True,Performance,
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-78,0.0,0.0,5GHz,112,802.11axa,29:58:08,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,16,15-05-2025 13:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.0588054633231811,0.0058805463323181,False,True,Performance,
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-37,0.16,0.31,5GHz,124,802.11axa,04:21:19,15-05-2025 11:20:49,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,58,15-05-2025 15:42,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.058799911119863,0.0058799911119863,False,True,Performance,
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-37,0.21,0.23,5GHz,124,802.11axa,04:26:19,15-05-2025 11:20:49,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,58,15-05-2025 15:47,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.058799911119863,0.0058799911119863,False,True,Performance,
B6-6C-40-E2-FA-CE,172.24.17.68,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-70,0.07,0.14,5GHz,124,802.11axa,00:00:10,15-05-2025 15:49:41,,OnePlus-Nord2-5G,MOBILE_TABLET,Generic Android,1.3,24,15-05-2025 15:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.058697687159973,0.0058697687159973,False,True,Performance,
A8-BA-69-B2-B2-2F,172.24.20.73,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-65,0.01,0.03,5GHz,124,802.11axa,00:00:13,15-05-2025 14:47:02,,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,30,15-05-2025 14:47,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0584169191706461,0.0058416919170646,False,True,Performance,
CC-15-31-60-4F-91,192.168.171.2,2405:200:902:600:285e:3a11:9606:91ca,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-38,0.04,0.05,2.4GHz,8,802.11axg,12:43:49,14-05-2025 22:29:39,,mi,Laptop_PC,Windows 10,6.3,57,15-05-2025 11:13,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.0583301745792231,0.0058330174579223,False,True,Performance,
04-56-E5-32-04-74,172.24.17.15,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-37,1.93,31.27,5GHz,124,802.11axa,02:41:56,14-05-2025 16:08:30,,rishabh,Laptop_PC,Linux Ubuntu 20.04,1.3,58,14-05-2025 18:50,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0582200492569888,0.0058220049256988,False,True,Performance,
C4-75-AB-B5-FD-1A,172.24.19.150,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,,00:06:ae:60:7b:b7,,5G_R&D,-85,0.01,0.0,5GHz,124,802.11axa,00:02:09,14-05-2025 18:24:55,,BLR5GLAPSHIVANI,Laptop_PC,Windows 10,1.3,10,14-05-2025 18:27,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.058153141205081,0.0058153141205081,False,True,Performance,
A6-36-73-35-C8-8C,172.24.19.121,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-60,0.04,0.06,5GHz,112,802.11axa,00:00:08,15-05-2025 10:49:18,,SJ,MOBILE_TABLET,Generic Android,1.3,34,15-05-2025 10:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,00:06:AE:84:F8:27,0.0581186394973387,0.0058118639497338,False,True,Performance,
BA-63-6A-17-44-22,172.24.21.161,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-87,12.29,9.15,5GHz,124,802.11axa,00:07:53,14-05-2025 20:29:39,,Pixel-7a,MOBILE_TABLET,Generic Android,1.3,8,14-05-2025 20:37,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0580293115277606,0.005802931152776,False,True,Performance,
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-37,0.37,0.83,5GHz,124,802.11axa,04:06:19,15-05-2025 11:20:49,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,58,15-05-2025 15:27,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.0579678968710576,0.0057967896871057,False,True,Performance,
E2-0E-6B-9F-0B-CC,192.168.171.176,,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-83,2.8,19.61,5GHz,36,802.11axa,03:57:40,15-05-2025 11:11:41,,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,13,15-05-2025 15:09,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.0579534048392098,0.0057953404839209,False,True,Performance,
E2-0E-6B-9F-0B-CC,192.168.171.176,,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-83,2.33,12.85,5GHz,36,802.11axa,04:12:41,15-05-2025 11:11:41,,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,13,15-05-2025 15:24,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.0579534048392098,0.0057953404839209,False,True,Performance,
F2-99-1F-15-BB-EC,172.24.22.121,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-87,0.0,0.0,5GHz,112,802.11axa,00:07:15,15-05-2025 13:17:06,,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,7,15-05-2025 13:24,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,00:06:AE:84:F8:27,0.0579429026746077,0.0057942902674607,False,True,Performance,
