Client Mac,Client IPv4,Client IPv6,Site Name,Site Location,Site Description,AP Name,AP Description,Device IPv4,Device IPv6,AP Mac,User Name,SSID,RSSI Strength,Data Uploaded (MB),Data Downloaded (MB),Interface,Channel,Radio ID,Uptime,Association Time,Disassociation Time,Host Name,Device Type,Device OS,Protocol,SNR,Created At,SAP ID,Group Name,apGroupName,subAPGroup1,subAPGroup2,subAPGroup3,subAPGroup4,waniaxRu26,waniaxRu52,waniaxRu106,waniaxRu242,waniaxRu484,waniaxRu996,waniaxTxmcs48,waniaxTxmcs24,waniaxTxmcs12,waniaxTxmcs6,waniaxTxmcs54,waniaxTxmcs36,waniaxTxmcs18,waniaxTxmcs9,waniaxRxmcs48,waniaxRxmcs24,waniaxRxmcs12,waniaxRxmcs6,waniaxRxmcs54,waniaxRxmcs36,waniaxRxmcs18,waniaxRxmcs9,hkRu26,hkRu52,hkRu106,hkRu242,hkRu484,hkRu996,hkTxmcs48,hkTxmcs24,hkTxmcs12,hkTxmcs6,hkTxmcs54,hkTxmcs36,hkTxmcs18,hkTxmcs9,hkRxmcs48,hkRxmcs24,hkRxmcs12,hkRxmcs6,hkRxmcs54,hkRxmcs36,hkRxmcs18,hkRxmcs9,BSSID,Total_MCS_Activity,Anomaly_Score,Is_Anomaly
5A-EF-13-DA-D1-B7,172.24.23.32,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-49,0.0,0.0,5GHz,112,802.11axa,00:10:51,15-05-2025 15:58:30,,OPPO-K10,MOBILE_TABLET,Generic Android,1.3,45,15-05-2025 16:09,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,00:06:AE:84:F8:27,212,0.1016193470252631,True
5A-EF-13-DA-D1-B7,172.24.23.32,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-76,0.0,0.12,5GHz,112,802.11axa,00:15:51,15-05-2025 15:58:30,,OPPO-K10,MOBILE_TABLET,Generic Android,1.3,18,15-05-2025 16:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,00:06:AE:84:F8:27,138,0.11547648206047123,True
12-18-95-A6-D3-FD,172.24.19.241,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-76,0.0,0.0,5GHz,112,802.11axa,00:01:08,15-05-2025 16:23:14,,iPhone,MOBILE_TABLET,Apple iOS,1.3,18,15-05-2025 16:24,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,00:06:AE:84:F8:27,102,0.07949221200125656,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-37,0.0,0.0,5GHz,112,802.11axa,01:58:54,15-05-2025 10:35:27,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,57,15-05-2025 12:34,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,00:06:AE:84:F8:27,18,0.10752938402450718,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-36,0.0,0.01,5GHz,112,802.11axa,02:03:54,15-05-2025 10:35:27,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,58,15-05-2025 12:39,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,00:06:AE:84:F8:27,24,0.12263465034113952,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-35,0.0,0.0,5GHz,112,802.11axa,02:08:54,15-05-2025 10:35:27,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,59,15-05-2025 12:44,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,00:06:AE:84:F8:27,72,0.1632548393722093,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-35,0.0,0.0,5GHz,112,802.11axa,02:13:54,15-05-2025 10:35:27,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,59,15-05-2025 12:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,00:06:AE:84:F8:27,32,0.13930250879476946,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-34,0.0,0.0,5GHz,112,802.11axa,02:18:54,15-05-2025 10:35:27,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,60,15-05-2025 12:54,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,00:06:AE:84:F8:27,22,0.13637416977889816,True
42-06-65-6F-E2-26,172.24.20.107,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-73,0.02,0.02,5GHz,112,802.11axa,00:00:23,15-05-2025 13:04:07,,Redmi-12-5G,MOBILE_TABLET,Generic Android,1.3,21,15-05-2025 13:04,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,00:06:AE:84:F8:27,132,0.101581686090497,True
A6-36-73-35-C8-8C,172.24.19.121,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-79,0.0,0.0,5GHz,112,802.11axa,00:04:19,15-05-2025 13:10:03,,SJ,MOBILE_TABLET,Generic Android,1.3,15,15-05-2025 13:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,00:06:AE:84:F8:27,62,0.06226571371506895,True
8E-A5-D3-AF-D5-B2,172.24.23.83,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-78,0.0,0.0,5GHz,112,802.11axa,00:08:08,15-05-2025 13:11:14,,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,16,15-05-2025 13:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,00:06:AE:84:F8:27,142,0.1276565164410849,True
E6-E8-58-FC-13-B6,172.24.21.165,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-86,0.0,0.0,5GHz,112,802.11axa,00:08:46,15-05-2025 13:15:36,,Bhuvnesh-s-S22-Ultra,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 13:24,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,00:06:AE:84:F8:27,8,0.23045572293285055,True
F2-99-1F-15-BB-EC,172.24.22.121,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-87,0.0,0.0,5GHz,112,802.11axa,00:07:15,15-05-2025 13:17:06,,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,7,15-05-2025 13:24,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,00:06:AE:84:F8:27,18,0.3384490756890649,True
36-34-3D-76-D5-CE,172.24.19.234,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-73,0.01,0.08,5GHz,112,802.11axa,00:00:41,15-05-2025 13:23:51,,iPhone,MOBILE_TABLET,Apple iOS,1.3,21,15-05-2025 13:24,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,0,0,0,0,00:06:AE:84:F8:27,100,0.06764752346844694,True
1E-E2-9B-FF-19-52,172.24.19.96,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-88,0.0,0.0,5GHz,112,802.11axa,00:12:14,15-05-2025 13:21:45,15-05-2025 13:33:59,Pixel-9a,MOBILE_TABLET,Generic Android,1.3,7,15-05-2025 13:34,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,00:06:AE:84:F8:27,4,0.29761002451107177,True
F2-99-1F-15-BB-EC,172.24.22.121,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-87,0.0,0.0,5GHz,112,802.11axa,00:22:15,15-05-2025 13:17:06,,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,7,15-05-2025 13:39,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00:06:AE:84:F8:27,2,0.3094723732182193,True
60-E3-2B-BC-C5-5A,172.24.18.98,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-40,0.0,0.0,5GHz,112,802.11axa,03:14:17,15-05-2025 10:35:04,,rajesh,Laptop_PC,Linux Ubuntu 20.04,1.3,54,15-05-2025 13:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,00:06:AE:84:F8:27,56,0.08898939175174425,True
FE-0F-61-0B-BA-06,172.24.21.77,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-85,0.0,0.0,5GHz,112,802.11axa,00:34:27,15-05-2025 13:14:55,,OnePlus-9-Pro-5G,MOBILE_TABLET,Generic Android,1.3,9,15-05-2025 13:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,00:06:AE:84:F8:27,8,0.12867376224175708,True
F2-99-1F-15-BB-EC,172.24.22.121,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-86,0.0,0.0,5GHz,112,802.11axa,00:32:15,15-05-2025 13:17:06,,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 13:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,00:06:AE:84:F8:27,6,0.22039839046152754,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-35,0.0,0.0,5GHz,112,802.11axa,03:18:54,15-05-2025 10:35:27,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,59,15-05-2025 13:54,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,00:06:AE:84:F8:27,150,0.19984208679411086,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-94,0.0,0.0,5GHz,112,802.11axa,03:23:54,15-05-2025 10:35:27,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,0,15-05-2025 13:59,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00:06:AE:84:F8:27,2,0.4128423146220894,True
F2-99-1F-15-BB-EC,172.24.22.121,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-88,0.0,0.02,5GHz,112,802.11axa,00:04:17,15-05-2025 13:55:05,,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,6,15-05-2025 13:59,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109,0,0,0,0,00:06:AE:84:F8:27,220,0.6403032876243792,True
42-4C-AE-61-FB-F3,172.24.22.48,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-84,0.0,0.0,5GHz,112,802.11axa,00:07:53,15-05-2025 14:11:29,,OPPO-A3x-5G,MOBILE_TABLET,Generic Android,1.3,10,15-05-2025 14:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,00:06:AE:84:F8:27,26,0.06775686308559692,True
FE-0F-61-0B-BA-06,172.24.21.77,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-71,0.02,0.03,5GHz,112,802.11axa,00:34:20,15-05-2025 13:55:02,,OnePlus-9-Pro-5G,MOBILE_TABLET,Generic Android,1.3,23,15-05-2025 14:29,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,62,0,0,0,0,00:06:AE:84:F8:27,128,0.08190980847571827,True
42-4C-AE-61-FB-F3,172.24.22.48,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-90,0.0,0.0,5GHz,112,802.11axa,00:17:53,15-05-2025 14:11:29,,OPPO-A3x-5G,MOBILE_TABLET,Generic Android,1.3,4,15-05-2025 14:29,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,00:06:AE:84:F8:27,8,0.3469289841722374,True
