client_mac,ap_mac,ap_name,created_at,rx_bytes,tx_bytes,rx_packets,tx_packets,rssi,snr,data_rate_from,data_rate_to
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:00:28+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
08-38-E6-56-09-40,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:00:28+00,0.0,0.0,0.0,0.0,-87,8,0.0,0.0
72-A5-36-37-D7-79,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:00:28+00,0.0,0.0,0.0,0.0,-76,19,0.0,0.0
7E-9D-57-A6-CE-2C,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:00:28+00,1379917.0,92542854.0,7672.0,74016.0,-59,36,6.45,443.01
04-56-E5-59-30-AD,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:01:41+00,3223.0,3993.0,52.0,47.0,-60,35,0.07,0.09
CC-15-31-87-E4-3E,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:01:41+00,34727.0,71205.0,440.0,428.0,-57,38,0.14,0.29
60-E3-2B-BD-85-AD,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:01:41+00,45690.0,56280.0,450.0,583.0,-47,48,0.36,0.44
C4-75-AB-BA-39-E3,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:01:41+00,14204.0,13119.0,176.0,155.0,-46,49,0.12,0.12
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:01:41+00,1080557.0,590371.0,9156.0,6486.0,-63,32,5.52,3.02
7E-9D-57-A6-CE-2C,00:06:ae:60:0f:57,Zone_B1,2025-08-07 17:23:59+00,28148.0,44182.0,173.0,152.0,-57,37,1.1,1.8
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:25:22+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
08-38-E6-56-09-40,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:25:22+00,0.0,0.0,0.0,0.0,-87,8,0.0,0.0
72-A5-36-37-D7-79,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:25:22+00,0.0,0.0,0.0,0.0,-76,19,0.0,0.0
04-56-E5-59-30-AD,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:26:36+00,3335.0,3933.0,54.0,46.0,-60,35,0.07,0.09
CC-15-31-87-E4-3E,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:26:36+00,36679.0,73058.0,467.0,442.0,-57,38,0.15,0.3
60-E3-2B-BD-85-AD,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:26:36+00,57467.0,88505.0,495.0,643.0,-47,48,0.44,0.65
C4-75-AB-BA-39-E3,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:26:36+00,15288.0,15179.0,189.0,166.0,-47,48,0.13,0.14
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:26:36+00,44678.0,265555.0,295.0,431.0,-64,31,0.45,2.7
D8-F8-83-E4-CD-07,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:26:36+00,47247.0,143838.0,254.0,327.0,-48,47,0.39,1.11
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:26:36+00,884441.0,527024.0,4423.0,2926.0,-47,48,4.3,2.6
7E-9D-57-A6-CE-2C,00:06:ae:60:65:89,Zone-D1,2025-08-07 17:26:36+00,19696.0,31235.0,114.0,94.0,-85,10,1.92,3.39
9E-43-58-4A-DB-C7,00:06:ae:60:57:db,Zone-D2,2025-08-07 17:27:54+00,2287.0,2660.0,40.0,38.0,-52,43,0.06,0.07
90-09-DF-96-6C-CF,00:06:ae:60:57:db,Zone-D2,2025-08-07 17:27:54+00,59781.0,66549.0,338.0,305.0,-56,39,0.49,0.65
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-07 17:27:54+00,1638.0,4078.0,39.0,56.0,-58,37,0.04,0.08
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-07 17:27:24+00,174851.0,158769.0,1963.0,858.0,-31,64,0.57,0.9
C4-3D-1A-BF-D8-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-07 17:28:54+00,12444.0,12038.0,177.0,161.0,-66,28,0.1,0.1
7E-9D-57-A6-CE-2C,00:06:ae:60:0f:57,Zone_B1,2025-08-07 17:28:54+00,11228.0,12421.0,41.0,36.0,-78,16,1.37,1.73
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:30:27+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
08-38-E6-56-09-40,00:06:ae:60:7b:b7,Zone-A,2025-08-07 17:30:27+00,0.0,0.0,0.0,0.0,-87,8,0.0,0.0
90-09-DF-96-6C-CF,00:06:ae:60:57:db,Zone-D2,2025-08-07 17:58:00+00,167134.0,107451.0,466.0,404.0,-56,39,1.27,0.95
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-07 17:57:24+00,185098.0,166256.0,2028.0,877.0,-31,64,0.61,0.96
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-07 17:58:00+00,1596.0,3748.0,38.0,51.0,-58,37,0.04,0.08
C4-3D-1A-BF-D8-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-07 17:58:54+00,19758.0,14198.0,276.0,176.0,-66,28,0.14,0.11
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:00:27+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-05 15:02:26+00,126778.0,161017.0,1282.0,846.0,-29,66,0.44,0.96
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:02:36+00,914456.0,555169.0,4591.0,3037.0,-51,44,4.68,2.91
C4-75-AB-BA-39-E3,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:02:36+00,582172.0,497288.0,1883.0,1877.0,-46,49,2.15,1.83
CC-15-31-87-E4-3E,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:02:36+00,36537.0,73043.0,462.0,445.0,-56,39,0.15,0.3
04-56-E5-59-30-AD,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:02:36+00,22418.0,108799.0,267.0,294.0,-55,40,0.2,0.95
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:02:36+00,8734.0,9357.0,129.0,122.0,-63,32,0.08,0.09
8C-E9-EE-44-13-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-05 15:02:29+00,141060.0,184652.0,528.0,434.0,-45,49,1.12,1.54
72-A5-36-37-D7-79,00:06:ae:60:0f:57,Zone_B1,2025-08-05 15:02:29+00,0.0,0.0,0.0,0.0,-75,22,0.0,0.0
C4-3D-1A-BF-D8-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-05 15:02:29+00,37384.0,45431.0,355.0,247.0,-81,13,0.28,0.36
56-B5-67-5B-B0-AE,00:06:ae:60:0f:57,Zone_B1,2025-08-05 15:02:29+00,3137771.0,189322662.0,14943.0,152117.0,-71,23,13.68,836.59
9E-43-58-4A-DB-C7,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:02:24+00,19060.0,18252.0,94.0,86.0,-60,35,0.41,0.4
56-84-D5-AA-CE-C6,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:02:24+00,995592.0,1137512.0,3111.0,2672.0,-54,41,4.14,4.83
3A-C4-E2-3A-65-BC,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:02:24+00,1554.0,3636.0,37.0,52.0,-58,37,0.04,0.08
8C-E9-EE-44-14-07,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:02:24+00,1997531.0,11294003.0,10540.0,12215.0,-57,38,6.5,36.76
70-32-17-D0-0E-4E,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:02:24+00,137579.0,1220421.0,1091.0,1232.0,-68,27,0.87,8.64
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:20:22+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
56-84-D5-AA-CE-C6,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:20:22+00,2290.0,1492.0,34.0,17.0,-83,12,0.17,0.13
9A-E3-8E-5E-E2-A2,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:20:22+00,611673.0,3470663.0,2333.0,3596.0,-89,6,18.1,102.71
3A-C4-E2-3A-65-BC,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:20:22+00,416.0,360.0,6.0,6.0,-82,13,0.08,0.09
02-2F-E7-62-C4-30,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:20:22+00,39929.0,41624.0,164.0,148.0,-75,20,1.56,1.63
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-05 15:22:26+00,146090.0,158260.0,1436.0,846.0,-30,65,0.51,0.94
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:22:36+00,899456.0,535522.0,4503.0,2970.0,-48,47,4.83,2.97
C4-75-AB-BA-39-E3,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:22:36+00,589101.0,485825.0,1813.0,1821.0,-47,48,2.2,1.86
CC-15-31-87-E4-3E,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:22:36+00,36790.0,72269.0,467.0,443.0,-55,40,0.15,0.3
04-56-E5-59-30-AD,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:22:36+00,13073.0,13282.0,178.0,172.0,-54,41,0.12,0.13
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:22:36+00,8458.0,8897.0,125.0,116.0,-64,31,0.08,0.09
56-B5-67-5B-B0-AE,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:22:36+00,137505.0,1085153.0,876.0,1036.0,-84,11,2.86,24.64
9E-43-58-4A-DB-C7,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:22:29+00,5798.0,5445.0,56.0,59.0,-60,35,0.12,0.11
56-84-D5-AA-CE-C6,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:22:29+00,546.0,1892.0,13.0,28.0,-87,8,0.06,0.21
3A-C4-E2-3A-65-BC,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:22:29+00,1866.0,1318.0,26.0,19.0,-83,12,0.17,0.1
70-32-17-D0-0E-4E,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:22:29+00,19126.0,28744.0,221.0,103.0,-68,27,0.14,0.45
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:22:29+00,2268.0,3670.0,54.0,50.0,-50,45,0.05,0.08
60-E3-2B-BD-85-AD,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:22:29+00,9873.0,28013.0,124.0,146.0,-77,18,0.11,0.29
A0-29-42-1B-7E-70,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:22:29+00,8605.0,11341.0,124.0,107.0,-54,41,0.09,0.14
9A-E3-8E-5E-E2-A2,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:22:29+00,103211.0,618360.0,620.0,684.0,-86,9,7.2,43.13
70-32-17-D0-0E-4E,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:47:29+00,6927.0,4401.0,156.0,53.0,-68,27,0.06,0.09
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:47:29+00,2184.0,3888.0,52.0,53.0,-50,45,0.05,0.08
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:50:27+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
7E-9D-57-A6-CE-2C,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:50:27+00,616675.0,321983.0,1513.0,1391.0,-53,42,5.52,2.99
9E-43-58-4A-DB-C7,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:52:29+00,7475.0,5967.0,62.0,61.0,-59,36,0.15,0.12
70-32-17-D0-0E-4E,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:52:29+00,6340.0,4392.0,145.0,54.0,-68,27,0.06,0.08
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:52:29+00,2142.0,3466.0,51.0,49.0,-50,45,0.05,0.07
60-E3-2B-BD-85-AD,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:52:29+00,11109.0,22567.0,130.0,147.0,-77,18,0.13,0.24
A0-29-42-1B-7E-70,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:52:29+00,7418.0,5998.0,109.0,86.0,-53,42,0.09,0.09
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-05 15:52:26+00,129463.0,156686.0,1335.0,822.0,-30,65,0.45,0.94
8C-E9-EE-44-13-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-05 15:52:29+00,40469.0,35631.0,292.0,245.0,-49,45,0.32,0.29
72-A5-36-37-D7-79,00:06:ae:60:0f:57,Zone_B1,2025-08-05 15:52:29+00,0.0,0.0,0.0,0.0,-75,22,0.0,0.0
C4-3D-1A-BF-D8-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-05 15:52:29+00,65905.0,136403.0,454.0,367.0,-82,12,0.46,0.97
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:52:36+00,897091.0,535486.0,4497.0,2979.0,-50,45,4.79,2.91
C4-75-AB-BA-39-E3,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:52:36+00,459127.0,357704.0,1617.0,1591.0,-47,48,1.6,1.25
CC-15-31-87-E4-3E,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:52:36+00,36111.0,70497.0,461.0,437.0,-55,40,0.14,0.28
04-56-E5-59-30-AD,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:52:36+00,18022.0,18961.0,204.0,190.0,-54,41,0.16,0.17
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-05 15:52:36+00,9050.0,9837.0,137.0,130.0,-64,31,0.08,0.09
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:55:27+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
7E-9D-57-A6-CE-2C,00:06:ae:60:7b:b7,Zone-A,2025-08-05 15:55:27+00,71878.0,25511.0,172.0,150.0,-57,38,1.46,0.55
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-05 15:57:26+00,116451.0,153908.0,1175.0,813.0,-30,65,0.41,0.96
9E-43-58-4A-DB-C7,00:06:ae:60:57:db,Zone-D2,2025-08-05 15:57:24+00,3391.0,3554.0,39.0,41.0,-59,36,0.09,0.09
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-06 21:30:28+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
08-38-E6-56-09-40,00:06:ae:60:7b:b7,Zone-A,2025-08-06 21:30:28+00,0.0,0.0,0.0,0.0,-87,8,0.0,0.0
72-A5-36-37-D7-79,00:06:ae:60:7b:b7,Zone-A,2025-08-06 21:30:28+00,0.0,0.0,0.0,0.0,-76,19,0.0,0.0
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-06 21:31:37+00,898109.0,535252.0,4498.0,2986.0,-47,48,4.39,2.68
2C-7B-A0-C9-D7-36,00:06:ae:60:65:89,Zone-D1,2025-08-06 21:31:37+00,1764.0,3216.0,42.0,45.0,-53,42,0.05,0.08
C4-75-AB-B5-FD-2E,00:06:ae:60:65:89,Zone-D1,2025-08-06 21:31:37+00,6935.0,4703.0,150.0,53.0,-65,30,0.06,0.1
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-06 21:31:37+00,400765.0,219517.0,2772.0,2662.0,-64,31,1.96,1.08
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-06 21:31:34+00,132524.0,158247.0,1422.0,843.0,-31,64,0.44,0.87
A0-29-42-1B-7E-70,00:06:ae:60:57:db,Zone-D2,2025-08-06 21:32:56+00,99154.0,144024.0,513.0,375.0,-61,34,0.77,1.33
BC-03-58-DE-27-6D,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,9865160.0,10872493.0,13270.0,11312.0,-57,38,38.54,44.06
A0-D3-65-1C-76-86,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,929982.0,1448908.0,3453.0,3170.0,-61,34,3.11,4.91
90-65-84-4B-88-22,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,52838.0,112443.0,550.0,489.0,-49,46,0.32,0.76
70-32-17-CA-84-D8,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,551357.0,1762516.0,2085.0,2534.0,-47,48,1.84,5.94
50-84-92-7F-EE-46,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,381700.0,9644755.0,2517.0,7713.0,-47,48,1.52,38.76
04-56-E5-32-04-74,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,754084.0,1009495.0,3275.0,3535.0,-49,46,2.51,3.34
C4-75-AB-B5-94-E7,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,19087.0,4645.0,445.0,64.0,-51,44,0.09,0.09
3A-C4-E2-3A-65-BC,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,1638.0,2684.0,39.0,39.0,-53,42,0.04,0.07
70-32-17-CA-7D-D5,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,339003.0,199342.0,882.0,865.0,-63,32,1.81,1.19
4C-5F-70-B1-CF-DD,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,583928.0,9143387.0,4021.0,8415.0,-57,38,2.1,33.69
C4-75-AB-8B-95-75,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,144710.0,323782.0,707.0,836.0,-62,33,1.02,2.36
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,141593.0,162202.0,517.0,463.0,-59,36,1.13,1.4
9E-08-B6-05-07-69,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:08:06+00,2422.0,2262.0,27.0,29.0,-88,7,0.34,0.28
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,728969.0,49578333.0,9611.0,32946.0,-60,35,5.35,393.63
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,895500.0,532265.0,4480.0,2941.0,-46,49,4.42,2.71
C4-75-AB-BA-39-E3,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,1376700.0,75036777.0,13662.0,51161.0,-49,46,5.04,286.24
AC-74-B1-DC-4A-38,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,22594.0,8801.0,460.0,51.0,-56,39,0.09,0.23
C4-75-AB-8C-95-F1,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,19696.0,3186.0,463.0,39.0,-59,36,0.08,0.08
60-E3-2B-BC-C5-5A,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,477668.0,4074422.0,2081.0,3853.0,-47,48,1.87,15.92
D2-B8-FD-40-82-66,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,7790.0,12317.0,75.0,63.0,-48,47,0.18,0.33
AC-74-B1-E1-75-30,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,41127.0,51645.0,267.0,217.0,-49,46,0.33,0.5
04-56-E5-59-A1-82,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,3987.0,3789.0,60.0,44.0,-46,49,0.08,0.09
9E-08-B6-05-07-69,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,331024.0,1220092.0,1021.0,1670.0,-86,9,6.22,27.71
BA-63-6A-17-44-22,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,14917.0,15591.0,71.0,69.0,-46,49,0.36,0.39
12-18-95-A6-D3-FD,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,205623.0,652204.0,812.0,1158.0,-74,21,2.64,9.1
56-AC-E3-01-F4-C5,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,244972.0,880801.0,1094.0,1476.0,-79,16,2.57,9.45
86-96-F1-82-5D-A0,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,92618.0,88649.0,402.0,325.0,-86,9,1.09,1.12
04-56-E5-59-3D-05,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,187279.0,123811.0,692.0,649.0,-49,46,0.87,0.6
E6-50-D1-08-78-8B,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,5395.0,6602.0,65.0,49.0,-86,9,0.25,0.29
0E-07-85-FA-61-18,00:06:ae:60:65:89,Zone-D1,2025-08-08 08:08:37+00,740285.0,50038545.0,3108.0,40478.0,-86,9,5.2,367.41
2C-7B-A0-C9-46-54,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,298481.0,305673.0,601.0,580.0,-45,50,2.35,2.49
BC-03-58-DE-27-6D,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,105430.0,207167.0,637.0,572.0,-57,38,0.58,2.0
A0-D3-65-1C-76-86,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,1191200.0,9344203.0,7040.0,8934.0,-67,28,4.1,33.06
90-65-84-4B-88-22,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,142257.0,356709.0,1065.0,1194.0,-50,45,0.8,2.19
70-32-17-CA-84-D8,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,640763.0,1779665.0,2154.0,2641.0,-47,48,2.1,5.93
50-84-92-7F-EE-46,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,344288.0,9315913.0,2353.0,7413.0,-47,48,1.45,40.08
04-56-E5-32-04-74,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,559610.0,620971.0,2744.0,2703.0,-50,45,1.87,2.07
C4-75-AB-B5-94-E7,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,14739.0,2421.0,346.0,29.0,-51,44,0.07,0.1
3A-C4-E2-3A-65-BC,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,1596.0,2152.0,38.0,33.0,-51,44,0.04,0.07
70-32-17-CA-7D-D5,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,337241.0,182799.0,853.0,822.0,-65,30,1.97,1.14
4C-5F-70-B1-CF-DD,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,52302.0,61711.0,461.0,191.0,-57,38,0.25,1.14
8A-9F-67-72-E5-3F,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,110591.0,171486.0,579.0,549.0,-75,20,1.24,2.39
60-E3-2B-BC-C4-5B,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,1742059.0,29026948.0,11383.0,28557.0,-62,33,7.3,122.71
02-8E-6A-48-10-04,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,182600.0,190764.0,859.0,697.0,-56,39,1.56,1.84
C4-75-AB-BC-9B-57,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,300154.0,333833.0,1090.0,1174.0,-46,49,1.36,1.51
DA-32-AB-F7-04-B8,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,13774.0,128598.0,160.0,189.0,-78,17,0.24,2.24
70-32-17-0E-CC-11,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:08+00,290803.0,592285.0,1084.0,1196.0,-63,32,1.42,2.89
90-4C-C5-F3-18-0C,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:09+00,730855.0,1424119.0,3358.0,5177.0,-56,39,4.38,8.43
94-E2-3C-DB-CD-83,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:09+00,14406.0,3996.0,343.0,51.0,-85,10,0.07,0.1
4E-2C-CA-0C-97-B9,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:18:09+00,7530.0,14275.0,84.0,95.0,-59,36,0.13,0.24
C4-75-AB-B5-E0-D7,00:06:ae:60:7b:b7,Zone-A,2025-08-08 08:23:43+00,19582.0,9323.0,388.0,58.0,-60,35,0.09,0.21
90-65-84-4B-9F-9C,00:06:ae:60:7b:b7,Zone-A,2025-08-08 08:23:43+00,20654.0,18571.0,381.0,200.0,-53,42,0.1,0.23
70-32-17-14-27-97,00:06:ae:60:7b:b7,Zone-A,2025-08-08 08:23:43+00,19729835.0,133243401.0,57187.0,104545.0,-61,34,71.1,480.15
2E-B5-AE-2F-24-FE,00:06:ae:60:7b:b7,Zone-A,2025-08-08 08:23:43+00,69990.0,149107.0,356.0,335.0,-59,36,0.79,1.94
2A-D6-18-29-46-9E,00:06:ae:60:7b:b7,Zone-A,2025-08-08 08:23:43+00,1707822.0,22731383.0,7467.0,21944.0,-59,36,8.78,125.42
0E-07-85-FA-61-18,00:06:ae:60:7b:b7,Zone-A,2025-08-08 08:23:43+00,761.0,819.0,9.0,12.0,-79,16,0.74,0.8
9E-43-58-4A-DB-C7,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,33331.0,81097.0,168.0,149.0,-51,44,0.9,2.26
90-65-84-4B-9E-48,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,367137.0,388453.0,1339.0,1340.0,-51,44,1.59,1.69
2C-7B-A0-C9-46-54,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,627129.0,1083936.0,1660.0,1828.0,-47,48,3.54,6.38
BC-03-58-DE-27-6D,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,14261.0,4047.0,336.0,63.0,-56,39,0.07,0.09
A0-D3-65-1C-76-86,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,1953582.0,2630547.0,4877.0,4608.0,-62,33,6.56,8.89
90-65-84-4B-88-22,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,2280587.0,46440732.0,28562.0,31565.0,-49,46,12.17,266.78
70-32-17-CA-84-D8,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,616170.0,2097414.0,2146.0,2836.0,-47,48,2.05,7.09
50-84-92-7F-EE-46,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,601698.0,10149391.0,3005.0,8210.0,-47,48,2.42,40.46
04-56-E5-32-04-74,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,541980.0,3234916.0,3044.0,4496.0,-50,45,1.81,10.89
C4-75-AB-B5-94-E7,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,16798.0,2714.0,394.0,34.0,-50,45,0.07,0.08
3A-C4-E2-3A-65-BC,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,6192.0,9662.0,77.0,66.0,-55,40,0.15,0.28
70-32-17-CA-7D-D5,00:06:ae:60:57:db,Zone-D2,2025-08-08 08:23:04+00,765616.0,14959995.0,3850.0,11657.0,-64,31,3.63,73.78
