client_mac,ap_mac,ap_name,created_at,rx_bytes,tx_bytes,rx_packets,tx_packets,rssi,snr,data_rate_from,data_rate_to
8A-9F-67-72-E5-3F,00:06:ae:60:65:89,Zone-D1,2025-08-07 12:36:45+00,350823.0,8791028.0,1310.0,7670.0,-53,42,2.11,56.85
60-E3-2B-BD-85-AD,00:06:ae:60:65:89,Zone-D1,2025-08-07 12:36:45+00,29221.0,30334.0,186.0,146.0,-47,48,0.31,0.38
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-07 12:37:27+00,259038.0,169901.0,2033.0,912.0,-30,65,0.85,0.97
F4-7B-09-29-22-37,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-07 12:37:27+00,347081.0,307089.0,3167.0,1360.0,-50,46,1.13,1.11
E2-BF-6A-44-22-E1,00:06:ae:60:57:db,Zone-D2,2025-08-07 12:43:10+00,649623.0,2628270.0,3567.0,11031.0,-58,37,2.12,8.58
C4-75-AB-BA-37-F9,00:06:ae:60:57:db,Zone-D2,2025-08-07 12:43:10+00,344251.0,1684470.0,1624.0,2212.0,-55,40,1.46,7.8
90-09-DF-96-6C-CF,00:06:ae:60:57:db,Zone-D2,2025-08-07 12:43:10+00,98244.0,2362103.0,703.0,1771.0,-58,37,0.98,32.04
70-32-17-CA-7D-D5,00:06:ae:60:57:db,Zone-D2,2025-08-07 12:43:10+00,159631.0,176430.0,568.0,589.0,-67,28,1.25,1.46
02-8E-6A-48-10-04,00:06:ae:60:57:db,Zone-D2,2025-08-07 12:43:10+00,14779.0,8927.0,147.0,106.0,-60,35,0.22,0.17
12-18-95-A6-D3-FD,00:06:ae:60:57:db,Zone-D2,2025-08-07 12:43:10+00,233524.0,17451227.0,1530.0,14367.0,-58,37,2.24,202.88
0E-07-85-FA-61-18,00:06:ae:60:0f:57,Zone_B1,2025-08-07 12:54:02+00,1124641.0,17996447.0,3903.0,16091.0,-88,6,12.77,202.01
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
08-38-E6-56-09-40,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,0.0,0.0,0.0,0.0,-87,8,0.0,0.0
72-A5-36-37-D7-79,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,0.0,0.0,0.0,0.0,-76,19,0.0,0.0
7C-70-DB-3E-17-55,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,5053101.0,249853203.0,88862.0,166000.0,-53,42,16.45,813.32
C4-75-AB-B5-E0-D7,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,373991.0,1748063.0,1864.0,1903.0,-63,32,1.98,12.46
2E-B5-AE-2F-24-FE,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,128991.0,166952.0,492.0,451.0,-66,29,0.92,1.5
DA-82-49-46-AE-F6,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,2782013.0,63283714.0,11811.0,52289.0,-70,25,12.18,300.0
70-32-17-CA-90-31,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,5189219.0,802442.0,5238.0,2383.0,-56,39,21.66,3.41
42-06-65-6F-E2-26,00:06:ae:60:7b:b7,Zone-A,2025-08-07 12:55:29+00,116075.0,105173.0,273.0,268.0,-91,4,8.72,8.56
04-56-E5-59-30-AD,00:06:ae:60:65:89,Zone-D1,2025-08-05 22:09:36+00,26974.0,30622.0,211.0,180.0,-56,39,0.25,0.3
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-05 22:09:36+00,8862.0,9173.0,129.0,119.0,-64,31,0.08,0.09
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-05 22:10:26+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-05 22:12:26+00,147279.0,158462.0,1512.0,844.0,-29,66,0.49,0.93
70-32-17-D0-0E-4E,00:06:ae:60:57:db,Zone-D2,2025-08-05 22:12:28+00,4533.0,4617.0,99.0,56.0,-68,27,0.06,0.09
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-05 22:12:28+00,1764.0,4198.0,42.0,58.0,-50,45,0.04,0.08
A0-29-42-1B-7E-70,00:06:ae:60:57:db,Zone-D2,2025-08-05 22:12:28+00,27954.0,53702.0,265.0,211.0,-53,42,0.26,0.58
72-A5-36-37-D7-79,00:06:ae:60:0f:57,Zone_B1,2025-08-05 22:12:28+00,0.0,0.0,0.0,0.0,-75,22,0.0,0.0
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-05 22:14:36+00,899190.0,536234.0,4486.0,2962.0,-51,44,4.46,2.69
C4-75-AB-BA-39-E3,00:06:ae:60:65:89,Zone-D1,2025-08-05 22:14:36+00,646073.0,520593.0,1940.0,1927.0,-48,47,2.1,1.69
CC-15-31-87-E4-3E,00:06:ae:60:65:89,Zone-D1,2025-08-05 22:14:36+00,35883.0,70855.0,456.0,433.0,-55,40,0.15,0.3
04-56-E5-59-30-AD,00:06:ae:60:65:89,Zone-D1,2025-08-05 22:14:36+00,21948.0,32430.0,215.0,182.0,-56,39,0.19,0.29
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-05 22:14:36+00,8614.0,9419.0,127.0,123.0,-64,31,0.08,0.09
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-05 22:15:27+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
70-32-17-D0-0E-4E,00:06:ae:60:57:db,Zone-D2,2025-08-05 22:17:28+00,10993.0,18043.0,135.0,79.0,-68,27,0.11,0.33
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-05 22:17:28+00,1848.0,3216.0,44.0,45.0,-50,45,0.04,0.07
A0-29-42-1B-7E-70,00:06:ae:60:57:db,Zone-D2,2025-08-05 22:17:28+00,9919.0,12143.0,134.0,110.0,-53,42,0.1,0.14
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-05 22:17:26+00,156092.0,159944.0,1761.0,876.0,-29,66,0.53,0.91
72-A5-36-37-D7-79,00:06:ae:60:0f:57,Zone_B1,2025-08-05 22:17:29+00,0.0,0.0,0.0,0.0,-75,22,0.0,0.0
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-05 22:19:32+00,883012.0,525137.0,4428.0,2920.0,-51,44,4.31,2.63
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-07 01:01:35+00,883470.0,522078.0,4436.0,2907.0,-46,49,4.19,2.54
C4-75-AB-B5-FD-2E,00:06:ae:60:65:89,Zone-D1,2025-08-07 01:01:35+00,5377.0,5959.0,112.0,67.0,-65,30,0.06,0.1
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-07 01:01:35+00,26671.0,35247.0,180.0,182.0,-64,31,0.23,0.3
04-56-E5-59-30-AD,00:06:ae:60:57:db,Zone-D2,2025-08-07 01:02:56+00,42233.0,423755.0,354.0,492.0,-73,22,0.38,3.83
CC-15-31-87-E4-3E,00:06:ae:60:57:db,Zone-D2,2025-08-07 01:02:56+00,31158.0,64866.0,395.0,383.0,-74,21,0.13,0.27
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-07 01:05:28+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
08-38-E6-56-09-40,00:06:ae:60:7b:b7,Zone-A,2025-08-07 01:05:28+00,0.0,0.0,0.0,0.0,-87,8,0.0,0.0
72-A5-36-37-D7-79,00:06:ae:60:7b:b7,Zone-A,2025-08-07 01:05:28+00,0.0,0.0,0.0,0.0,-76,19,0.0,0.0
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-07 01:06:34+00,129211.0,155067.0,1334.0,829.0,-30,65,0.45,0.92
C2-0B-F5-01-5F-C3,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-07 01:06:34+00,1024.0,308.0,15.0,4.0,-61,35,0.09,0.1
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-07 01:06:34+00,881023.0,525436.0,4403.0,2912.0,-48,47,4.53,2.74
C4-75-AB-B5-FD-2E,00:06:ae:60:65:89,Zone-D1,2025-08-07 01:06:34+00,89075.0,281795.0,536.0,456.0,-65,30,0.95,4.23
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-07 01:06:34+00,28442.0,38708.0,192.0,191.0,-62,33,0.24,0.33
04-56-E5-59-30-AD,00:06:ae:60:57:db,Zone-D2,2025-08-07 01:07:56+00,51272.0,36059.0,249.0,212.0,-73,22,0.43,0.31
CC-15-31-87-E4-3E,00:06:ae:60:57:db,Zone-D2,2025-08-07 01:07:56+00,32022.0,64987.0,404.0,386.0,-74,21,0.13,0.26
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-07 01:10:28+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
08-38-E6-56-09-40,00:06:ae:60:7b:b7,Zone-A,2025-08-07 01:10:28+00,0.0,0.0,0.0,0.0,-87,8,0.0,0.0
72-A5-36-37-D7-79,00:06:ae:60:7b:b7,Zone-A,2025-08-07 01:10:28+00,0.0,0.0,0.0,0.0,-76,19,0.0,0.0
CC-15-31-60-4F-91,00:06:ae:cb:00:33,HFCL-cb:00:33,2025-08-07 01:11:30+00,138248.0,165606.0,1423.0,867.0,-30,65,0.47,0.95
AC-74-B1-92-8E-ED,00:06:ae:60:65:89,Zone-D1,2025-08-07 01:11:33+00,900466.0,535386.0,4497.0,2990.0,-47,48,4.13,2.49
9E-43-58-4A-DB-C7,00:06:ae:60:57:db,Zone-D2,2025-08-07 01:57:56+00,3546.0,3950.0,53.0,52.0,-64,31,0.07,0.08
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
70-32-17-CA-90-31,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,379723.0,435423.0,1012.0,871.0,-55,40,2.17,2.58
D0-49-7C-28-72-C9,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,23011.0,122834.0,209.0,215.0,-72,23,0.46,2.67
66-20-81-1E-F3-DE,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,124523.0,553682.0,1071.0,886.0,-60,35,0.69,3.34
F8-89-D2-B8-F4-0F,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,5601086.0,48547960.0,16768.0,86655.0,-57,38,18.29,158.03
EA-0A-C1-60-0C-A0,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,1427006.0,68559221.0,9420.0,54904.0,-57,38,8.88,492.3
5A-8F-84-E5-A5-38,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,12678.0,14932.0,153.0,159.0,-60,35,0.19,0.22
86-96-F1-82-5D-A0,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,396351.0,5744442.0,1409.0,5050.0,-91,4,6.56,119.36
9C-3E-53-80-AE-3F,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,221580.0,287719.0,832.0,809.0,-75,20,1.76,2.51
5A-8F-84-E5-A5-38,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:00:22+00,810.0,522.0,8.0,4.0,-60,35,0.26,0.25
F4-7B-09-29-22-37,00:06:ae:6d:7b:0d,PALC,2025-08-06 06:02:20+00,339732.0,372706.0,1502.0,1457.0,-59,37,1.21,1.32
62-EE-DE-11-99-A7,00:06:ae:6d:7b:0d,PALC,2025-08-06 06:02:20+00,258919.0,175453.0,938.0,873.0,-66,30,2.02,1.56
BA-BB-58-AF-00-26,00:06:ae:6d:7b:0d,PALC,2025-08-06 06:02:20+00,178419.0,178369.0,960.0,800.0,-63,33,1.87,2.23
64-79-F0-D2-F5-19,00:06:ae:6d:7b:0d,PALC,2025-08-06 06:02:20+00,2684088.0,5243661.0,4800.0,6628.0,-55,41,9.93,19.85
70-32-17-14-08-6B,00:06:ae:6d:7b:0d,PALC,2025-08-06 06:02:20+00,2552049.0,9994851.0,9163.0,12504.0,-51,45,20.43,81.34
90-E8-68-CA-7B-EB,00:06:ae:c4:57:66,Wallplate,2025-08-06 06:02:29+00,3881.0,1525.0,53.0,17.0,-72,23,0.08,0.1
36-92-F3-2A-24-CD,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:02:34+00,23095.0,29816.0,163.0,125.0,-67,27,0.4,0.51
C4-75-AB-B5-E1-81,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:02:34+00,80613.0,216563.0,522.0,492.0,-48,46,0.51,1.45
8C-E9-EE-44-13-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:02:34+00,31238.0,39013.0,174.0,134.0,-52,42,0.36,0.54
4E-2C-CA-0C-97-B9,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,971461.0,3217429.0,2769.0,15601.0,-50,45,3.16,10.47
70-32-17-CA-7D-D5,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,431803.0,454320.0,1284.0,1357.0,-55,40,2.07,2.29
FE-0F-61-0B-BA-06,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,44401.0,135407.0,274.0,242.0,-75,20,0.54,1.92
EA-70-1B-56-40-68,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,14587.0,21993.0,128.0,88.0,-49,46,0.21,0.46
6E-1F-F1-62-98-19,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,600033.0,1594355.0,2568.0,2501.0,-44,51,2.68,7.38
04-56-E5-59-3D-05,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,518495.0,1205362.0,1751.0,1883.0,-49,46,1.97,5.03
6E-8B-FF-B9-18-7C,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,367139.0,356351.0,1135.0,1029.0,-60,35,2.28,2.56
9E-08-B6-05-07-69,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,146241.0,140945.0,593.0,550.0,-49,46,1.19,1.51
50-84-92-80-AF-4D,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,648198.0,239418.0,1204.0,1143.0,-70,25,3.13,1.22
8A-9F-67-72-E5-3F,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,658076.0,805094.0,1850.0,1770.0,-55,40,4.66,5.7
70-32-17-CF-0A-58,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,293052.0,499963.0,988.0,846.0,-64,31,1.57,3.25
9A-B4-7D-BC-96-1F,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,830142.0,3501197.0,2992.0,4079.0,-50,45,10.67,48.16
5A-F7-D8-69-9B-73,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,206685.0,374691.0,737.0,774.0,-48,47,2.84,6.2
DA-32-AB-F7-04-B8,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,68913.0,1302185.0,655.0,1109.0,-62,33,0.74,14.62
D2-B8-FD-40-82-66,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,11301.0,20346.0,85.0,68.0,-55,40,0.25,0.51
12-18-95-A6-D3-FD,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,805737.0,7612794.0,3027.0,7479.0,-69,26,4.89,49.56
C8-15-4E-5A-CF-D0,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,773125.0,336012.0,1869.0,1045.0,-44,51,3.19,1.91
8C-E9-EE-44-14-07,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,1458.0,3657.0,15.0,19.0,-73,22,0.36,0.89
5A-EF-13-DA-D1-B7,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,889091.0,19274063.0,4382.0,16969.0,-63,32,4.15,95.06
90-4C-C5-F3-18-0C,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:04:39+00,1474988.0,1971049.0,7500.0,8451.0,-68,27,5.48,7.43
12-18-95-A6-D3-FD,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:10:27+00,248.0,0.0,2.0,0.0,-82,13,0.24,0.0
50-84-92-80-AF-4D,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:10:27+00,371257.0,431422.0,906.0,850.0,-75,20,18.13,24.78
36-92-F3-2A-24-CD,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:12:35+00,33925.0,39176.0,237.0,175.0,-66,28,0.44,0.55
C4-75-AB-B5-E1-81,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:12:35+00,97449.0,442350.0,742.0,757.0,-50,44,0.66,3.18
8C-E9-EE-44-13-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:12:35+00,23181.0,41421.0,168.0,133.0,-52,42,0.27,0.56
2E-B5-AE-2F-24-FE,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:12:35+00,3398.0,3127.0,54.0,41.0,-66,28,0.08,0.08
F8-AC-65-00-CF-9E,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:12:35+00,30683.0,2223242.0,323.0,1565.0,-81,13,0.39,30.15
70-32-17-0D-E1-F7,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:12:35+00,44777.0,172168.0,319.0,329.0,-50,44,0.41,1.68
C4-3D-1A-BF-D8-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-06 06:12:35+00,230608.0,423306.0,930.0,839.0,-83,11,1.2,2.79
70-32-17-CA-7D-D5,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:14:42+00,791042.0,482235.0,1669.0,1782.0,-56,39,3.54,2.2
8A-9F-67-72-E5-3F,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,630812.0,12055106.0,1802.0,10532.0,-54,41,4.34,94.94
5A-F7-D8-69-9B-73,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,188477.0,666012.0,646.0,1004.0,-55,40,2.92,11.21
DA-32-AB-F7-04-B8,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,23724.0,85800.0,187.0,183.0,-60,35,0.33,1.31
D2-B8-FD-40-82-66,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,67834.0,117853.0,258.0,235.0,-49,46,1.27,2.56
C8-15-4E-5A-CF-D0,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,3300960.0,5798235.0,4944.0,5658.0,-53,42,13.16,28.74
5A-EF-13-DA-D1-B7,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,5464837.0,176162702.0,19816.0,143056.0,-56,39,21.01,688.14
50-84-92-7C-3F-3A,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,1521015.0,7179669.0,5265.0,6606.0,-50,45,6.19,34.04
04-56-E5-59-30-AD,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,25808.0,36390.0,264.0,243.0,-54,41,0.2,0.29
BA-63-6A-17-44-22,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,53898.0,159370.0,286.0,292.0,-51,44,0.74,2.29
12-18-95-A6-D3-FD,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,83537.0,8074306.0,789.0,6542.0,-63,32,1.43,103.75
60-E3-2B-BD-81-4D,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,517424.0,844863.0,1546.0,1325.0,-52,43,2.73,5.03
2C-7B-A0-C9-D7-36,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,721945.0,596873.0,1851.0,1517.0,-51,44,3.62,3.08
7E-3D-89-3D-7C-86,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,33597.0,74253.0,204.0,263.0,-64,31,0.62,1.12
EA-70-1B-56-40-68,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,98784.0,226599.0,494.0,447.0,-56,39,1.3,3.69
70-32-17-0E-CC-11,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,5716049.0,6951944.0,12261.0,17045.0,-44,51,18.61,22.63
DA-82-49-46-AE-F6,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,27231.0,48017.0,123.0,116.0,-84,11,2.95,5.21
CA-67-03-46-AC-E0,00:06:ae:60:65:89,Zone-D1,2025-08-06 06:24:41+00,1007569.0,11650101.0,5525.0,9475.0,-64,31,4.87,59.88
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:25:29+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
70-32-17-CA-90-31,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:25:29+00,124768.0,828512.0,907.0,1036.0,-53,42,0.59,4.24
D0-49-7C-28-72-C9,00:06:ae:60:7b:b7,Zone-A,2025-08-06 06:25:29+00,4782.0,4156.0,68.0,53.0,-72,23,0.08,0.08
2C-7B-A0-C9-46-54,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,1872983.0,8292918.0,6829.0,8255.0,-45,50,8.47,38.56
BC-03-58-DE-27-6D,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,77231.0,209271.0,492.0,492.0,-55,40,0.53,1.46
A0-D3-65-1C-76-86,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,2718564.0,8074608.0,9359.0,20923.0,-62,33,8.85,26.28
90-65-84-4B-88-22,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,4174678.0,1299120.0,6461.0,6562.0,-50,45,14.82,4.84
70-32-17-CA-84-D8,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,621016.0,1436748.0,1924.0,2374.0,-49,46,2.3,5.5
50-84-92-7F-EE-46,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,520663.0,741323.0,1697.0,1846.0,-52,43,2.28,3.32
C4-75-AB-B5-94-E7,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,737417.0,538807.0,2139.0,1988.0,-52,43,2.99,2.6
3A-C4-E2-3A-65-BC,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,6586.0,9119.0,93.0,63.0,-49,46,0.14,0.24
70-32-17-CA-7D-D5,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,945447.0,657430.0,2135.0,2107.0,-64,31,3.83,2.78
4C-5F-70-B1-CF-DD,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,6006.0,3514.0,143.0,54.0,-58,37,0.06,0.08
C4-75-AB-BC-9B-57,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,3382615.0,3579446.0,5758.0,5889.0,-47,48,11.84,12.53
DA-32-AB-F7-04-B8,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,53780.0,727586.0,510.0,747.0,-77,18,0.64,9.11
70-32-17-0E-CC-11,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,226221.0,378020.0,879.0,868.0,-61,34,1.15,2.01
50-84-92-80-AF-4D,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,564496.0,509537.0,1701.0,1833.0,-62,33,2.16,1.97
56-84-D5-AA-CE-C6,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,2458240.0,7601033.0,10408.0,10450.0,-58,37,8.14,25.51
8C-E9-EE-44-14-07,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,933679.0,4186931.0,6324.0,6955.0,-61,34,3.27,15.14
F8-89-D2-B8-F4-55,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,2637291.0,6326301.0,7073.0,7169.0,-64,31,10.69,26.74
C4-75-AB-8B-95-75,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,459446.0,452562.0,1473.0,1366.0,-63,32,2.12,2.07
2C-7B-A0-C9-D7-36,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,1872881.0,6187862.0,5463.0,7069.0,-49,46,7.5,26.27
AC-74-B1-E1-75-30,00:06:ae:60:57:db,Zone-D2,2025-08-08 09:23:11+00,793017.0,1491946.0,4394.0,4099.0,-60,35,2.69,5.22
BE-EE-98-0A-E9-EA,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,444786.0,468762.0,1340.0,1350.0,-52,42,4.77,3.6
A2-4B-EF-80-6A-C4,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,2645860.0,55074493.0,14630.0,44467.0,-65,29,10.13,216.87
70-32-17-0D-E1-F7,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,53030.0,79205.0,544.0,474.0,-52,42,0.38,0.59
C4-75-AB-B5-E1-81,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,91204.0,96348.0,407.0,348.0,-48,46,0.64,0.72
8C-E9-EE-44-13-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,450673.0,28071277.0,4856.0,19038.0,-51,43,3.41,217.57
50-84-92-94-96-34,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,2744913.0,5351644.0,6439.0,6339.0,-76,18,10.43,24.89
C4-3D-1A-BF-D8-EE,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,126394.0,142853.0,519.0,402.0,-81,13,0.9,1.34
F8-AC-65-00-CF-9E,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,316231.0,549799.0,1060.0,1120.0,-74,20,2.16,4.16
4E-78-F0-AE-86-9A,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:24:03+00,854726.0,1751559.0,2985.0,3184.0,-81,13,7.8,16.61
F8-AC-65-00-CF-9E,00:06:ae:60:0f:57,Zone_B1,2025-08-08 09:54:04+00,41528.0,270611.0,259.0,367.0,-76,18,0.42,2.87
E6-50-D1-08-78-8B,00:06:ae:60:65:89,Zone-D1,2025-08-07 08:00:46+00,0.0,8766858.0,0.0,7793.0,-84,11,0.0,8561.38
1E-29-06-60-62-A0,00:06:ae:60:0f:57,Zone_B1,2025-08-07 08:28:03+00,300832.0,986069.0,1108.0,1431.0,-66,28,7.17,25.34
3A-C7-B4-2A-75-42,00:06:ae:60:7b:b7,Zone-A,2025-08-07 08:30:29+00,0.0,0.0,0.0,0.0,-84,12,0.0,0.0
08-38-E6-56-09-40,00:06:ae:60:7b:b7,Zone-A,2025-08-07 08:30:29+00,0.0,0.0,0.0,0.0,-87,8,0.0,0.0
72-A5-36-37-D7-79,00:06:ae:60:7b:b7,Zone-A,2025-08-07 08:30:29+00,0.0,0.0,0.0,0.0,-76,19,0.0,0.0
7C-70-DB-3E-17-55,00:06:ae:60:7b:b7,Zone-A,2025-08-07 08:30:29+00,13314.0,3800.0,317.0,49.0,-57,38,0.07,0.08
7C-70-DB-2D-91-D2,00:06:ae:60:65:89,Zone-D1,2025-08-07 08:30:42+00,44775.0,259366.0,251.0,359.0,-65,30,0.38,2.28
3A-C4-E2-3A-65-BC,00:06:ae:60:57:db,Zone-D2,2025-08-07 08:38:07+00,1512.0,2632.0,36.0,41.0,-52,43,0.04,0.07
