Client Mac,Client IPv4,Client IPv6,Site Name,Site Location,Site Description,AP Name,AP Description,Device IPv4,Device IPv6,AP Mac,User Name,SSID,RSSI Strength,Data Uploaded (MB),Data Downloaded (MB),Interface,Channel,Radio ID,Uptime,Association Time,Disassociation Time,Host Name,Device Type,Device OS,Protocol,SNR,Created At,SAP ID,Group Name,apGroupName,subAPGroup1,subAPGroup2,subAPGroup3,subAPGroup4,waniaxRu26,waniaxRu52,waniaxRu106,waniaxRu242,waniaxRu484,waniaxRu996,waniaxTxmcs48,waniaxTxmcs24,waniaxTxmcs12,waniaxTxmcs6,waniaxTxmcs54,waniaxTxmcs36,waniaxTxmcs18,waniaxTxmcs9,waniaxRxmcs48,waniaxRxmcs24,waniaxRxmcs12,waniaxRxmcs6,waniaxRxmcs54,waniaxRxmcs36,waniaxRxmcs18,waniaxRxmcs9,hkRu26,hkRu52,hkRu106,hkRu242,hkRu484,hkRu996,hkTxmcs48,hkTxmcs24,hkTxmcs12,hkTxmcs6,hkTxmcs54,hkTxmcs36,hkTxmcs18,hkTxmcs9,hkRxmcs48,hkRxmcs24,hkRxmcs12,hkRxmcs6,hkRxmcs54,hkRxmcs36,hkRxmcs18,hkRxmcs9,BSSID,Anomaly_Score,Anomaly_Score_Adjusted,Spike_Driven,Is_Anomaly
EA-70-1B-56-40-68,172.24.20.238,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,fe80::206:aeff:fe60:7bb7,00:06:ae:60:7b:b7,,5G_R&D,-85,0.2,0.44,5GHz,124,802.11axa,00:00:31,15-05-2025 13:11:10,15-05-2025 13:11:41,motorola-edge-50,MOBILE_TABLET,Generic Android,1.3,10,15-05-2025 13:11,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.09642331664402959,0.00964233166440296,False,True
16-74-B6-97-24-74,172.24.19.220,fd51:467c:8f97::c81:5c74:7078:ba3d,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-89,0.0,0.0,5GHz,149,802.11axa,00:06:52,14-05-2025 16:37:17,,iPhone,MOBILE_TABLET,Apple iOS,1.3,5,14-05-2025 16:44,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09623414512551132,0.009623414512551132,False,True
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:cabc:410:19c:8f78,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-34,0.81,4.98,2.4GHz,8,802.11axg,01:01:46,15-05-2025 10:12:22,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,61,15-05-2025 13:09,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.09611283013425109,0.00961128301342511,False,True
36-34-3D-76-D5-CE,172.24.19.234,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-90,0.0,0.0,5GHz,112,802.11axa,00:06:34,14-05-2025 19:27:29,14-05-2025 19:34:03,iPhone,MOBILE_TABLET,Apple iOS,1.3,5,14-05-2025 19:34,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.09585737683157869,0.00958573768315787,False,True
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-36,2.83,0.65,2.4GHz,8,802.11axg,00:10:45,15-05-2025 10:12:22,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,59,15-05-2025 12:18,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.09577526479767506,0.009577526479767506,False,True
E2-0E-6B-9F-0B-CC,192.168.171.176,,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-88,3.53,13.61,5GHz,36,802.11axa,01:23:39,15-05-2025 11:11:41,,UNKNOWN,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 12:35,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.09576487019610858,0.009576487019610858,False,True
52-28-6A-12-FB-AD,172.24.19.104,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-88,0.05,0.08,5GHz,124,802.11axa,00:29:37,15-05-2025 13:50:10,,POCO-X7-Pro,MOBILE_TABLET,Generic Android,1.3,6,15-05-2025 14:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09543099136546862,0.009543099136546863,False,True
16-93-F9-13-20-63,172.24.20.76,fd39:b63d:3701::49f4:da44:6585:ee40,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-89,0.0,0.0,5GHz,149,802.11axa,00:07:07,14-05-2025 17:12:03,,OnePlus-13R,MOBILE_TABLET,Generic Android,1.3,5,14-05-2025 17:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09541525888459856,0.009541525888459856,False,True
42-4C-AE-61-FB-F3,172.24.22.48,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-89,0.06,0.1,5GHz,149,802.11axa,00:07:02,14-05-2025 17:57:08,,OPPO-A3x-5G,MOBILE_TABLET,Generic Android,1.3,5,14-05-2025 18:04,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09541525888459856,0.009541525888459856,False,True
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-35,0.72,0.72,2.4GHz,8,802.11axg,00:42:41,15-05-2025 15:41:48,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,60,15-05-2025 16:24,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.09538378959964067,0.009538378959964067,False,True
C4-75-AB-B5-FD-1A,172.24.19.150,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-85,0.0,0.0,5GHz,124,802.11axa,07:29:05,14-05-2025 11:00:40,14-05-2025 18:29:48,BLR5GLAPSHIVANI,Laptop_PC,Windows 10,1.3,10,14-05-2025 18:30,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.09488349907586724,0.009488349907586725,False,True
70-32-17-14-27-97,172.24.17.130,,5G_R&D,BLR,,Zone-A,Zone A,172.24.22.36,,00:06:ae:60:7b:b7,,5G_R&D,-85,0.05,0.08,5GHz,124,802.11axa,08:39:21,14-05-2025 09:22:43,,BLR5GLAPANSUMAN,Laptop_PC,Windows 10,1.3,10,14-05-2025 18:02,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:7B:AA,0.09488349907586724,0.009488349907586725,False,True
C4-75-AB-B5-FD-1A,172.24.19.150,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,,00:06:ae:60:57:db,,5G_R&D,-85,0.82,0.83,5GHz,124,802.11axa,07:24:46,14-05-2025 11:00:40,,BLR5GLAPSHIVANI,Laptop_PC,Windows 10,1.3,10,14-05-2025 18:25,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.09488349907586724,0.009488349907586725,False,True
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-34,0.99,0.71,2.4GHz,8,802.11axg,00:47:38,15-05-2025 15:41:48,15-05-2025 16:29:26,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,61,15-05-2025 16:29,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.09456792205102504,0.009456792205102505,False,True
1E-29-06-60-62-A0,172.24.21.126,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-88,0.0,0.0,5GHz,112,802.11axa,00:27:48,15-05-2025 11:41:33,,iPhone,MOBILE_TABLET,Apple iOS,1.3,6,15-05-2025 12:09,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.09454763108423614,0.009454763108423615,False,True
CC-15-31-60-4F-91,192.168.171.2,2405:200:902:600:4d37:c859:442d:8584,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-37,0.03,0.03,2.4GHz,8,802.11axg,00:09:04,15-05-2025 16:05:24,,mi,Laptop_PC,Windows 10,6.3,58,15-05-2025 16:14,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.09430668876870596,0.009430668876870597,False,True
12-18-95-A6-D3-FD,172.24.19.241,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-89,0.0,0.0,5GHz,124,802.11axa,00:06:27,15-05-2025 11:43:20,,iPhone,MOBILE_TABLET,Apple iOS,1.3,5,15-05-2025 11:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09409069841347917,0.009409069841347917,False,True
0E-02-3E-20-8B-3F,192.168.70.206,,Guest_BLR | TEST-A | TEST-A,D32,,Wallplate,,192.168.70.92,fe80::206:aeff:fec4:5766,00:06:ae:c4:57:66,,Guest_Network,-85,0.06,0.18,5GHz,36,802.11axa,00:00:39,15-05-2025 10:13:29,,subodh-s-A55,MOBILE_TABLET,Generic Android,1.3,10,15-05-2025 10:14,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:C4:57:56;00:06:AE:C4:57:57,0.09406955314507426,0.009406955314507427,False,True
7C-21-4A-FC-DC-85,172.24.17.138,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-37,0.19,0.32,5GHz,124,802.11axa,00:09:16,15-05-2025 15:52:52,,shubham,Laptop_PC,Linux Ubuntu 20.04,1.3,58,15-05-2025 16:02,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.09386561964119955,0.009386561964119956,False,True
16-93-F9-13-20-63,172.24.20.76,fd39:b63d:3701::49f4:da44:6585:ee40,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-88,0.01,0.08,5GHz,149,802.11axa,00:02:07,14-05-2025 17:12:03,,OnePlus-13R,MOBILE_TABLET,Generic Android,1.3,6,14-05-2025 17:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09367435755757014,0.009367435755757015,False,True
CC-15-31-87-E4-3E,172.24.16.103,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-84,0.0,0.0,5GHz,112,802.11axa,13:08:07,14-05-2025 07:16:14,,PIN-BC9LJG3,Laptop_PC,Windows 10,1.3,10,14-05-2025 20:24,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.09278971802238134,0.009278971802238134,False,True
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-36,1.09,1.64,2.4GHz,8,802.11axg,00:12:41,15-05-2025 15:41:48,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,59,15-05-2025 15:54,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.09237423181693916,0.009237423181693917,False,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-89,0.0,0.0,5GHz,112,802.11axa,00:11:21,15-05-2025 14:37:50,15-05-2025 14:49:11,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,6,15-05-2025 14:49,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.09217935540109101,0.009217935540109102,False,True
8E-A5-D3-AF-D5-B2,172.24.23.83,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-89,0.0,0.0,5GHz,112,802.11axa,00:17:32,15-05-2025 13:11:14,15-05-2025 13:28:46,motorola-edge-50-pro,MOBILE_TABLET,Generic Android,1.3,6,15-05-2025 13:29,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.09212177523814857,0.009212177523814858,False,True
C4-75-AB-BC-9B-57,172.24.19.228,,5G_R&D,BLR,,Zone-D2,ZONE D2,172.24.22.103,fe80::206:aeff:fe60:57db,00:06:ae:60:57:db,,5G_R&D,-36,2.32,98.39,5GHz,124,802.11axa,00:13:16,15-05-2025 12:13:52,,vidhyadhar,Laptop_PC,Linux Ubuntu 20.04,1.3,59,15-05-2025 12:27,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:57:CE,0.09193446972115105,0.009193446972115105,False,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-86,0.11,0.23,5GHz,124,802.11axa,00:00:55,15-05-2025 14:13:56,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,8,15-05-2025 14:14,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09168495847569924,0.009168495847569924,False,True
CC-15-31-60-4F-91,192.168.171.2,2405:200:902:600:4d37:c859:442d:8584,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-38,0.05,0.08,2.4GHz,8,802.11axg,00:04:04,15-05-2025 16:05:24,,mi,Laptop_PC,Windows 10,6.3,57,15-05-2025 16:09,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.09165222999084133,0.009165222999084134,False,True
F2-26-74-BC-56-15,172.24.23.67,fd8a:eccb:63be::51fc:76da:c74f:1c20,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fd09:712b:32a2:0:206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-82,0.0,0.0,5GHz,149,802.11axa,00:00:25,14-05-2025 19:03:47,,vivo-1951,MOBILE_TABLET,Generic Android,1.3,12,14-05-2025 19:04,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09119603142457877,0.009119603142457878,False,True
4A-F4-35-95-06-B8,172.24.22.21,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-88,0.0,0.0,5GHz,124,802.11axa,00:02:21,15-05-2025 10:17:26,,Redmi-Note-12-5G,MOBILE_TABLET,Generic Android,1.3,6,15-05-2025 10:19,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09094393547742219,0.009094393547742219,False,True
C4-75-AB-BC-00-7F,172.24.22.230,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-88,0.0,0.0,5GHz,112,802.11axa,00:01:42,15-05-2025 11:52:33,15-05-2025 11:54:15,BLR5GLAPSAKTHI,Laptop_PC,Windows 10,1.3,7,15-05-2025 11:54,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:84:F8:27,0.09062774845099841,0.009062774845099842,False,True
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-36,1.04,0.67,2.4GHz,8,802.11axg,00:20:45,15-05-2025 10:12:22,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,59,15-05-2025 12:28,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.09026932610771621,0.00902693261077162,False,True
7E-DF-09-FD-A5-74,192.168.171.126,2405:200:902:600:6182:b3a5:12ab:36aa,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-89,0.79,1.98,5GHz,36,802.11axa,00:20:11,15-05-2025 09:30:10,,Galaxy-S23,MOBILE_TABLET,Generic Android,1.3,7,15-05-2025 09:50,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.09025945191807427,0.009025945191807428,False,True
42-4C-AE-61-FB-F3,172.24.22.48,,5G_R&D,BLR,,Zone_B1,,172.24.23.138,fe80::206:aeff:fe60:f57,00:06:ae:60:0f:57,,5G_R&D,-88,0.01,0.09,5GHz,124,802.11axa,00:02:31,15-05-2025 14:32:17,,OPPO-A3x-5G,MOBILE_TABLET,Generic Android,1.3,6,15-05-2025 14:34,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:60:0F:4A,0.09006664285118915,0.009006664285118916,False,True
92-6E-0D-29-3F-E6,192.168.171.134,2405:200:902:600:c526:a259:b084:b276,Guest_BLR | TEST-A | TEST-A,D32,,PALC,,192.168.171.108,2405:200:902:600:206:aeff:fe6d:7b0d,00:06:ae:6d:7b:0d,,Guest_Network,-86,0.0,0.0,5GHz,36,802.11axa,03:07:33,14-05-2025 16:12:40,14-05-2025 19:20:13,MacBookPro,Laptop_PC,Mac OS X,1.3,9,14-05-2025 19:20,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:6D:7B:00;00:06:AE:6D:7B:01,0.08978075009912112,0.008978075009912113,False,True
8A-9F-67-72-E5-3F,172.24.18.182,,5G_R&D,BLR,,ion12xi_h2,,172.24.21.149,fe80::206:aeff:fe84:f833,00:06:ae:84:f8:33,,5G_R&D,-35,0.0,0.0,5GHz,112,802.11axa,02:08:54,15-05-2025 10:35:27,,OnePlus-Nord-CE-2,MOBILE_TABLET,Generic Android,1.3,59,15-05-2025 12:44,1111,5G_R&D,5G_R&D,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,00:06:AE:84:F8:27,0.08968468457998913,0.008968468457998913,False,True
F6-31-54-BF-90-49,192.168.70.199,,Guest_BLR | TEST-A | TEST-A,D32,,Wallplate,,192.168.70.92,fe80::206:aeff:fec4:5766,00:06:ae:c4:57:66,,Guest_Network,-86,0.03,0.05,5GHz,36,802.11axa,00:00:52,14-05-2025 21:48:15,,V2427,MOBILE_TABLET,Generic Android,1.3,9,14-05-2025 21:49,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:C4:57:56;00:06:AE:C4:57:57,0.08905363587093629,0.008905363587093628,False,True
70-32-17-0D-66-41,192.168.70.201,2405:200:902:600:f2c:b44f:ea33:3e0,Guest_BLR | TEST-A | TEST-A,D32,,Wallplate,,192.168.70.92,fe80::206:aeff:fec4:5766,00:06:ae:c4:57:66,,Guest_Network,-78,0.0,0.0,5GHz,36,802.11axa,00:00:05,15-05-2025 13:29:03,,darshan,Laptop_PC,Linux Ubuntu 20.04,1.3,17,15-05-2025 13:29,6361,Guest_BLR | TEST-A, TEST-A, TEST-A ,Guest_BLR ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:C4:57:56;00:06:AE:C4:57:57,0.0886687396373328,0.00886687396373328,False,True
7C-21-4A-FB-2F-D9,192.168.171.19,2405:200:902:600:bce9:1608:6c90:33ea,BLR-WIFILAB,ban,,HFCL-cb:00:33,,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,,wifilab,-36,1.62,8.41,2.4GHz,8,802.11axg,00:25:45,15-05-2025 10:12:22,,anusha,Laptop_PC,Linux Ubuntu 20.04,6.3,59,15-05-2025 12:33,ban,BLR-WIFILAB,BLR-WIFILAB,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06:AE:CB:00:16,0.08860844981942595,0.008860844981942595,False,True
